kod;nazwa;og-2019;og-2020;og-2021;bib-2019;bib-2020;bib-2021;osob-2019;osob-2020;osob-2021;typ_gminy;wojweództwo
0404032;Kijewo Królewskie (2);761 827,39;404 362,61;511 824,52;93 674,72;92 272,22;119 998,98;168,21;93,00;117,96;2;04
0404042;Lisewo (2);1 056 945,29;554 815,46;2 077 046,87;262 881,62;254 266,04;254 787,60;202,79;110,57;414,17;2;04
0404052;Papowo Biskupie (2);435 844,60;241 330,65;1 067 862,74;60 865,84;69 023,17;80 715,32;100,36;58,43;264,00;2;04
0404062;Stolno (2);412 853,78;321 166,85;664 532,47;118 118,17;121 323,12;133 962,55;78,22;62,44;128,89;2;04
0404072;Unisław (2);1 240 681,83;1 492 325,55;915 218,37;210 000,00;220 000,00;251 600,00;178,08;221,18;135,75;2;04
0405011;Golub-Dobrzyń (1);1 246 513,78;1 215 140,00;1 262 714,48;541 100,00;581 830,00;601 830,00;99,22;102,32;108,06;1;04
0405022;Ciechocin (2);496 234,19;486 359,02;1 410 376,69;160 000,00;165 000,00;175 000,00;123,07;123,47;361,64;2;04
0405032;Golub-Dobrzyń (2);872 879,07;553 406,17;946 044,49;214 988,17;224 965,09;224 994,67;99,94;62,82;106,89;2;04
0405043;Kowalewo Pomorskie (3);3 749 140,87;1 567 906,34;1 471 197,35;166 000,00;0,00;0,00;326,84;138,77;131,04;3;04
0405052;Radomin (2);652 551,15;641 151,50;891 340,83;100 980,31;115 120,78;120 492,41;168,14;158,47;223,34;2;04
0405062;Zbójno (2);801 858,58;965 654,50;3 621 660,90;198 941,55;213 704,33;219 191,29;183,16;224,41;844,41;2;04
0406012;Grudziądz (2);1 208 517,54;2 753 885,55;4 003 744,84;256 000,00;310 000,00;408 000,00;94,33;211,72;302,63;2;04
0406022;Gruta (2);900 896,60;740 937,81;718 594,18;290 513,19;211 967,29;200 298,26;140,48;121,11;117,46;2;04
0406033;Łasin (3);914 305,71;2 051 418,15;1 125 727,09;197 000,00;209 000,00;205 000,00;115,90;270,24;149,80;3;04
0406043;Radzyń Chełmiński (3);1 154 397,66;2 611 523,42;1 438 133,56;349 984,22;266 903,87;305 936,79;248,04;573,08;318,88;3;04
0406052;Rogóźno (2);450 952,06;445 221,13;640 089,37;79 753,17;86 622,00;95 826,00;106,91;108,48;157,08;2;04
0406062;Świecie nad Osą (2);2 048 917,98;1 121 961,60;886 961,07;151 624,00;165 000,00;202 293,00;488,42;291,04;230,02;2;04
0407011;Inowrocław (1);8 415 183,46;7 955 460,11;8 192 870,14;3 412 840,00;3 678 615,51;3 885 400,00;115,62;112,97;118,18;1;04
0407022;Dąbrowa Biskupia (2);1 339 130,07;1 509 374,43;1 531 210,00;174 731,56;134 934,68;140 000,00;261,96;303,45;307,41;2;04
0407033;Gniewkowo (3);2 318 916,07;3 047 302,76;5 248 338,06;390 000,00;415 000,00;490 000,00;161,13;216,86;377,77;3;04
0407042;Inowrocław (2);1 578 335,78;1 347 532,82;1 467 024,19;511 997,61;559 997,75;559 997,86;133,67;112,59;122,66;2;04
0407053;Janikowo (3);3 151 522,35;1 608 370,27;1 985 515,63;285 000,00;280 000,00;320 000,00;239,64;126,28;157,49;3;04
0407063;Kruszwica (3);4 885 572,75;2 114 951,90;3 616 456,69;635 000,00;710 000,00;668 000,00;253,86;114,29;198,04;3;04
0407073;Pakość (3);1 138 069,83;1 069 005,89;1 122 228,70;173 000,00;175 000,00;203 500,00;116,53;113,39;120,46;3;04
0407082;Rojewo (2);562 969,78;648 917,01;607 284,52;191 516,00;252 383,00;252 383,00;118,22;144,33;135,07;2;04
0407092;Złotniki Kujawskie (2);1 844 075,09;1 174 372,46;2 459 498,90;281 900,00;348 800,00;300 000,00;200,57;131,70;277,19;2;04
0408011;Lipno (1);1 579 927,67;1 224 350,50;1 198 695,49;447 000,00;425 950,00;457 430,42;109,72;88,77;87,46;1;04
0408022;Bobrowniki (2);95 000,00;99 824,66;114 500,00;90 000,00;99 824,66;114 500,00;30,82;33,05;37,85;2;04
0408032;Chrostkowo (2);518 228,90;103 087,55;2 127 672,05;71 059,23;69 914,47;79 323,53;180,95;36,04;751,56;2;04
0408043;Dobrzyń nad Wisłą (3);482 907,16;534 964,21;1 132 088,59;171 195,00;189 400,00;209 100,00;63,22;71,92;154,68;3;04
0408052;Kikół (2);398 666,79;368 075,30;442 636,63;178 650,00;168 000,00;168 950,00;56,06;54,14;65,30;2;04
0408062;Lipno (2);1 024 208,13;1 243 673,37;1 483 177,77;442 500,00;415 991,39;502 046,68;86,58;106,99;128,04;2;04
0408073;Skępe (3);484 435,26;435 696,50;478 474,16;198 659,32;189 566,28;219 853,40;64,16;60,10;66,70;3;04
0408082;Tłuchowo (2);744 314,91;742 772,00;2 048 221,09;222 000,00;205 270,43;223 601,84;159,90;165,65;456,07;2;04
0408092;Wielgie (2);709 336,17;727 282,35;839 417,34;280 000,00;235 000,00;273 000,00;105,26;107,79;124,45;2;04
0409012;Dąbrowa (2);742 973,45;368 977,33;293 285,16;156 000,00;141 645,61;140 000,00;160,75;83,25;66,46;2;04
0409022;Jeziora Wielkie (2);908 233,30;757 883,51;1 025 792,37;99 683,00;89 046,13;102 000,00;185,47;162,15;220,98;2;04
0409033;Mogilno (3);4 340 973,04;4 597 330,19;11 343 298,73;988 900,00;1 029 200,00;1 081 200,00;176,23;189,66;470,25;3;04
0409043;Strzelno (3);1 153 405,79;1 280 058,49;1 813 552,24;274 620,73;290 000,00;350 000,00;99,39;114,93;163,80;3;04
0410013;Kcynia (3);1 531 202,10;2 334 679,83;2 050 556,90;0,00;0,00;0,00;114,19;185,10;164,56;3;04
0410023;Mrocza (3);2 439 497,48;2 137 635,12;2 360 141,73;193 576,00;190 000,00;195 200,00;264,53;238,20;264,29;3;04
0410033;Nakło nad Notecią (3);6 420 399,46;7 567 864,10;4 010 460,50;1 390 000,00;1 287 000,00;1 199 000,00;201,97;247,28;131,91;3;04
0410042;Sadki (2);1 845 370,06;1 551 995,44;1 048 318,57;320 944,66;324 718,26;324 980,97;253,73;222,29;150,75;2;04
0410053;Szubin (3);7 138 654,23;4 979 375,45;4 567 188,25;822 000,00;860 000,00;860 000,00;288,36;200,55;183,33;3;04
0411011;Radziejów (1);1 348 379,39;944 834,75;1 334 055,73;467 000,00;482 600,00;508 000,00;241,73;178,00;255,27;1;04
0411022;Bytoń (2);423 942,20;211 742,08;1 496 869,85;166 295,56;165 975,08;174 233,95;122,07;61,30;439,87;2;04
0411032;Dobre (2);826 308,00;505 398,31;1 701 426,36;152 610,00;152 050,36;169 114,00;153,82;99,31;337,18;2;04
0411042;Osięciny (2);969 079,50;875 404,23;775 650,85;210 500,00;219 000,00;196 000,00;127,19;116,57;104,76;2;04
0411053;Piotrków Kujawski (3);704 364,50;667 905,20;735 383,43;676 824,00;650 291,91;710 000,00;75,65;74,84;83,22;3;04
0411062;Radziejów (2);1 540 612,24;681 175,01;673 674,10;558 253,96;561 509,96;426 100,00;352,87;157,32;155,87;2;04
0411072;Topólka (2);572 510,29;1 017 863,88;2 073 950,96;191 500,00;176 000,00;177 600,00;118,61;218,75;452,83;2;04
0412011;Rypin (1);2 638 044,28;2 189 816,04;2 285 465,64;688 100,00;699 624,00;707 639,60;162,57;137,32;144,72;1;04
0412022;Brzuze (2);425 778,19;706 566,63;2 166 761,14;164 952,30;165 229,38;183 942,70;80,21;142,42;437,29;2;04
0412032;Rogowo (2);1 846 460,11;483 382,39;546 614,16;211 686,12;208 315,40;233 468,42;390,45;104,11;117,83;2;04
0412042;Rypin (2);601 899,39;1 114 205,85;566 979,08;210 000,00;212 000,00;205 768,19;80,27;153,60;78,23;2;04
0412052;Skrwilno (2);935 787,82;1 444 485,58;2 933 751,66;101 966,07;104 815,18;99 666,01;159,36;260,93;530,13;2;04
0412062;Wąpielsk (2);122 036,05;3 253 156,78;322 730,31;44 457,22;68 724,54;82 538,97;30,63;863,82;86,59;2;04
0413013;Kamień Krajeński (3);2 267 381,29;1 795 377,90;1 799 954,00;209 132,00;217 500,00;226 200,00;326,43;266,30;269,82;3;04
0413023;Sępólno Krajeńskie (3);2 563 816,79;2 680 052,12;2 728 111,26;530 000,00;606 517,00;605 000,00;162,54;175,53;179,22;3;04
0413032;Sośno (2);914 391,96;1 005 251,69;741 130,00;145 000,00;153 301,00;166 400,00;182,77;214,34;159,73;2;04
0413043;Więcbork (3);1 535 816,30;3 232 343,49;2 840 198,63;470 300,00;600 300,00;578 300,00;115,19;247,99;218,85;3;04
0414012;Bukowiec (2);739 081,84;705 763,83;542 971,87;204 339,00;240 727,00;251 246,00;143,99;142,87;109,87;2;04
0414022;Dragacz (2);2 000 205,86;1 476 890,02;1 188 682,19;131 580,00;134 300,00;151 050,00;276,73;209,93;171,43;2;04
0414032;Drzycim (2);318 480,00;482 372,78;514 372,66;180 280,00;212 000,00;150 000,00;64,51;99,95;106,74;2;04
0414042;Jeżewo (2);800 120,80;917 517,85;541 840,99;122 062,53;143 983,40;88 959,86;98,15;117,42;69,50;2;04
0414052;Lniano (2);456 813,51;316 738,18;979 224,26;269 600,20;280 850,69;329 661,10;105,74;76,32;237,96;2;04
0414063;Nowe (3);1 138 995,88;1 648 851,28;1 982 530,72;218 000,00;210 000,00;407 000,00;111,39;165,70;201,66;3;04
0414072;Osie (2);1 454 804,56;1 439 817,48;1 215 894,50;115 800,00;116 700,14;130 150,00;264,08;261,64;220,83;2;04
0414082;Pruszcz (2);1 982 893,04;1 820 107,49;2 009 758,30;338 500,00;385 000,00;433 000,00;207,39;194,00;215,45;2;04
0414093;Świecie (3);6 122 238,38;10 502 071,06;9 656 093,12;1 735 000,00;1 801 000,00;1 850 000,00;180,16;314,50;291,11;3;04
0414102;Świekatowo (2);408 891,33;426 512,18;369 182,64;177 000,00;184 607,42;194 596,52;113,36;122,07;105,54;2;04
0414112;Warlubie (2);700 600,00;367 200,00;447 600,00;166 600,00;322 000,00;318 000,00;107,78;58,79;72,29;2;04
0415011;Chełmża (1);1 654 500,00;1 937 359,04;1 965 129,00;1 545 750,00;1 561 904,00;1 830 129,00;114,08;137,06;140,27;1;04
0415022;Chełmża (2);1 847 160,37;1 589 624,44;3 734 811,78;664 374,78;335 000,00;380 000,00;188,14;165,14;388,64;2;04
0415032;Czernikowo (2);553 207,43;667 438,68;2 012 502,59;297 329,43;277 467,37;309 000,00;60,92;73,99;224,48;2;04
0415042;Lubicz (2);2 390 421,18;1 619 075,40;1 125 003,41;538 300,00;579 700,00;600 000,00;119,50;77,81;53,51;2;04
0415052;Łubianka (2);1 043 934,25;1 180 307,01;1 241 473,20;0,00;0,00;0,00;145,27;156,85;162,11;2;04
0415062;Łysomice (2);1 107 889,38;953 519,80;1 136 213,00;600 000,00;566 607,00;614 691,00;109,71;90,90;106,94;2;04
0415072;Obrowo (2);1 052 042,33;2 834 280,01;1 398 387,35;407 997,02;415 290,12;488 979,27;60,16;150,47;72,16;2;04
0415082;Wielka Nieszawka (2);643 888,88;557 451,79;1 618 978,36;129 372,30;123 172,82;119 989,01;123,37;110,02;317,45;2;04
0415092;Zławieś Wielka (2);1 273 358,28;1 352 626,04;1 272 469,97;311 530,00;280 485,79;332 080,03;89,38;88,64;81,85;2;04
0416012;Cekcyn (2);1 425 117,67;1 495 371,36;1 164 655,19;163 893,00;168 810,00;164 000,00;208,29;222,66;172,57;2;04
0416022;Gostycyn (2);1 118 607,41;1 017 521,83;1 004 746,63;219 048,00;230 268,00;246 374,00;216,53;203,71;201,39;2;04
0416032;Kęsowo (2);578 345,24;536 479,78;666 043,79;185 000,00;189 500,00;205 000,00;129,21;126,05;158,47;2;04
0416042;Lubiewo (2);1 826 632,58;1 133 512,97;1 297 055,58;145 000,00;158 500,00;172 600,00;304,69;194,83;222,17;2;04
0416052;Śliwice (2);956 733,05;2 223 401,50;1 007 378,30;155 000,00;160 000,00;170 000,00;171,46;399,53;180,89;2;04
0416063;Tuchola (3);2 570 580,92;2 659 214,25;3 907 307,89;693 000,00;730 300,00;733 000,00;126,82;132,17;195,48;3;04
0417011;Wąbrzeźno (1);1 757 212,46;1 894 821,68;2 304 858,19;564 250,00;602 321,15;691 896,28;129,49;141,12;173,69;1;04
0417022;Dębowa Łąka (2);849 695,08;1 137 608,31;454 146,98;130 000,00;152 415,53;159 150,00;266,86;381,75;152,25;2;04
0417032;Książki (2);757 141,47;716 493,54;1 496 183,31;86 963,00;101 682,22;97 601,32;181,87;184,28;386,61;2;04
0417042;Płużnica (2);615 211,15;1 928 888,78;1 876 563,24;77 555,90;92 431,58;110 776,77;127,88;418,50;411,08;2;04
0417052;Ryńsk (2);2 756 725,62;511 479,22;1 792 800,39;241 189,68;240 706,40;256 645,28;321,71;60,96;214,99;2;04
0418011;Kowal (1);486 539,71;264 367,77;856 550,89;161 500,00;165 000,00;258 539,39;139,85;77,30;252,30;1;04
0418022;Baruchowo (2);477 000,00;485 305,13;479 923,32;77 000,00;69 155,13;79 923,32;138,62;143,84;143,13;2;04
0418032;Boniewo (2);255 664,13;160 873,72;1 099 382,22;96 498,25;106 927,19;103 888,58;75,51;49,47;340,79;2;04
0418043;Brześć Kujawski (3);6 630 817,44;15 364 879,08;14 642 367,55;457 908,00;490 000,00;545 861,00;576,29;1 380,24;1 324,14;3;04
0418052;Choceń (2);792 917,41;540 870,90;573 007,94;73 363,71;68 704,60;82 177,44;99,88;69,06;73,55;2;04
0418063;Chodecz (3);425 080,09;468 291,72;930 589,11;120 000,00;121 500,00;133 000,00;70,54;82,43;165,20;3;04
0418072;Fabianki (2);366 189,24;645 758,88;343 839,24;114 000,00;114 482,16;113 241,16;36,28;64,33;34,03;2;04
0418083;Izbica Kujawska (3);1 508 086,38;1 079 328,87;1 967 173,13;163 300,00;171 700,00;169 280,00;196,44;146,61;267,86;3;04
0418092;Kowal (2);306 802,10;145 879,59;141 633,80;67 800,00;70 000,00;71 500,00;78,23;37,35;36,43;2;04
0418102;Lubanie (2);637 304,38;371 504,48;497 300,77;74 000,00;62 198,37;69 809,00;139,03;83,65;112,89;2;04
0418113;Lubień Kujawski (3);513 133,00;514 114,39;1 902 059,66;150 000,00;140 000,00;140 000,00;69,60;72,92;273,84;3;04
0418123;Lubraniec (3);944 846,99;1 184 698,30;2 663 224,19;299 000,00;293 067,00;317 500,00;100,07;130,88;297,97;3;04
0418132;Włocławek (2);719 127,83;1 886 170,95;2 241 445,41;127 000,00;136 000,00;175 500,00;99,03;258,81;306,63;2;04
0419013;Barcin (3);5 292 227,65;4 451 632,00;4 817 816,75;1 115 360,00;1 160 445,00;1 337 691,00;357,87;308,56;335,22;3;04
0419022;Gąsawa (2);820 967,02;739 595,12;3 030 684,70;124 267,78;126 849,00;146 616,48;155,40;144,73;605,53;2;04
0419033;Janowiec Wielkopolski (3);1 358 366,27;1 558 805,34;1 693 288,00;262 000,00;295 000,00;277 000,00;150,39;178,39;196,64;3;04
0419043;Łabiszyn (3);2 218 438,43;1 118 911,16;1 504 273,97;329 500,00;324 000,00;355 000,00;218,39;108,13;143,58;3;04
0419052;Rogowo (2);903 720,46;822 009,77;974 929,81;259 279,27;238 147,37;290 174,76;131,93;122,65;145,51;2;04
0419063;Żnin (3);3 344 196,65;3 363 902,17;3 275 557,44;796 685,00;835 482,00;780 222,00;138,63;143,24;140,86;3;04
0461011;Bydgoszcz (1);87 374 981,74;82 925 126,97;74 126 742,08;2 224 000,00;2 291 631,00;2 487 441,26;250,34;242,67;220,18;1;04
0462011;Grudziądz (1);9 214 649,83;8 876 571,13;9 212 611,53;3 120 502,19;3 097 186,63;3 127 135,51;97,27;96,69;101,67;1;04
0463011;Toruń (1);85 863 143,68;63 126 642,43;51 379 364,89;2 206 908,00;1 469 925,70;1 400 000,00;425,49;313,60;259,51;1;04
0464011;Włocławek (1);10 454 269,34;11 763 089,24;13 512 657,93;4 080 067,93;5 735 903,00;7 712 130,80;94,79;111,01;129,49;1;04
0601011;Międzyrzec Podlaski (1);2 213 900,00;1 656 000,00;3 942 966,58;324 500,00;350 000,00;358 000,00;132,28;103,80;249,73;1;06
0601021;Terespol (1);1 043 727,70;1 189 097,43;1 330 354,73;161 827,70;179 185,31;203 528,16;188,50;221,39;251,58;1;06
0601032;Biała Podlaska (2);2 298 199,89;2 850 483,17;3 939 536,62;336 000,00;354 000,00;354 000,00;159,70;190,55;261,95;2;06
0601042;Drelów (2);1 529 290,53;988 793,22;707 309,09;164 329,00;168 000,00;177 500,00;282,94;190,23;138,20;2;06
0601052;Janów Podlaski (2);582 136,52;568 563,85;767 377,58;95 393,62;91 194,14;109 646,15;109,55;112,54;153,23;2;06
0601062;Kodeń (2);828 665,85;649 902,19;1 769 392,56;78 933,58;79 981,61;89 985,86;233,23;190,25;530,55;2;06
0601072;Konstantynów (2);631 700,39;507 655,64;640 581,89;107 000,00;116 000,00;175 000,00;152,29;128,68;164,63;2;06
0601082;Leśna Podlaska (2);759 040,46;592 586,10;630 704,80;164 400,00;180 000,00;177 000,00;178,64;144,04;154,55;2;06
0601092;Łomazy (2);1 023 715,31;756 265,49;1 247 604,60;137 134,00;143 100,00;149 907,70;207,06;160,53;266,47;2;06
0601102;Międzyrzec Podlaski (2);3 090 000,56;1 912 029,75;4 720 304,34;539 765,73;544 997,52;618 293,50;293,53;185,72;459,75;2;06
0601112;Piszczac (2);944 428,41;714 686,86;509 527,57;219 924,43;180 000,00;180 000,00;130,93;103,70;74,66;2;06
0601122;Rokitno (2);662 215,69;515 579,89;968 333,88;80 142,67;91 632,16;101 978,59;223,04;180,84;345,09;2;06
0601132;Rossosz (2);333 149,60;352 441,67;701 354,24;130 767,27;145 983,06;163 427,94;150,07;165,54;330,98;2;06
0601142;Sławatycze (2);448 683,52;381 850,55;507 836,62;141 711,25;135 246,38;154 831,92;192,73;164,88;222,44;2;06
0601152;Sosnówka (2);272 409,45;372 162,31;357 713,84;80 891,64;86 653,08;95 943,87;112,06;164,46;160,27;2;06
0601162;Terespol (2);1 129 409,79;805 832,82;941 963,44;80 000,00;72 960,87;81 000,00;168,04;128,11;152,25;2;06
0601172;Tuczna (2);355 114,52;553 996,80;544 884,52;115 000,00;115 000,00;118 600,00;117,51;190,64;190,72;2;06
0601182;Wisznice (2);743 712,46;509 292,31;653 453,98;144 570,00;134 069,34;151 419,00;150,43;109,67;141,84;2;06
0601192;Zalesie (2);440 406,15;1 062 760,37;1 507 329,41;59 193,56;59 625,16;74 567,45;99,50;251,72;361,04;2;06
0602011;Biłgoraj (1);3 123 152,17;3 344 034,41;3 352 230,00;800 000,00;820 000,00;870 000,00;118,71;130,27;131,94;1;06
0602022;Aleksandrów (2);270 117,98;197 298,67;392 929,79;85 200,00;100 000,00;94 450,00;82,91;61,10;122,14;2;06
0602032;Biłgoraj (2);1 279 576,01;1 318 576,11;2 141 171,81;517 000,00;552 000,00;580 000,00;96,01;96,56;156,86;2;06
0602042;Biszcza (2);630 650,00;710 903,00;862 955,22;64 336,60;61 900,97;70 400,00;167,28;187,18;229,94;2;06
0602053;Frampol (3);828 802,72;635 040,91;714 418,39;179 938,38;182 332,76;170 197,20;135,29;108,37;123,64;3;06
0602062;Goraj (2);1 404 802,54;1 948 392,26;-;104 866,00;129 000,00;-;341,14;484,67;-;2;06
0602063;Goraj (3);-;-;693 625,45;-;-;150 000,00;-;-;175,29;3;06
0602073;Józefów (3);1 061 905,28;2 325 860,54;1 030 204,89;279 500,00;260 018,00;280 400,00;157,18;354,71;158,10;3;06
0602082;Księżpol (2);4 415 231,28;903 731,32;711 075,79;246 068,69;250 792,66;275 375,57;638,04;132,41;104,77;2;06
0602092;Łukowa (2);652 511,36;715 545,83;829 415,81;182 601,00;181 899,00;214 000,00;153,46;175,55;205,00;2;06
0602102;Obsza (2);704 491,82;708 964,84;744 205,58;100 000,00;120 000,00;140 000,00;164,37;172,62;181,96;2;06
0602112;Potok Górny (2);490 208,57;463 050,26;574 069,73;142 272,69;147 503,05;143 434,70;90,86;88,74;111,30;2;06
0602123;Tarnogród (3);983 784,25;1 465 756,59;3 369 029,69;283 617,33;761 500,20;2 471 670,21;147,43;229,89;531,31;3;06
0602132;Tereszpol (2);246 822,63;304 773,89;334 520,45;239 000,00;289 000,00;295 000,00;63,42;78,39;86,55;2;06
0602142;Turobin (2);393 692,38;520 888,58;502 150,99;247 037,06;246 302,20;253 980,47;64,86;89,25;87,30;2;06
0603011;Rejowiec Fabryczny (1);489 000,00;455 000,00;664 000,00;181 000,00;160 000,00;190 000,00;110,99;109,72;162,59;1;06
0603022;Białopole (2);453 282,17;1 057 333,34;463 207,09;131 139,54;147 562,83;147 147,14;156,25;362,10;161,62;2;06
0603032;Chełm (2);1 765 057,74;2 135 758,84;1 129 440,72;0,00;0,00;0,00;118,73;143,57;75,41;2;06
0603042;Dorohusk (2);609 935,79;564 398,56;617 035,61;259 038,58;231 332,02;207 191,32;95,17;92,66;102,41;2;06
0603052;Dubienka (2);440 354,14;410 763,04;551 543,49;67 936,55;77 337,54;0,00;188,59;189,73;257,37;2;06
0603062;Kamień (2);343 262,65;262 665,37;472 025,86;152 087,25;96 220,38;136 114,05;82,30;63,35;114,38;2;06
0603072;Leśniowice (2);210 000,00;383 689,16;435 892,82;55 000,00;58 956,09;60 000,00;58,37;111,54;128,28;2;06
0603082;Rejowiec Fabryczny (2);2 563 069,67;578 189,84;712 204,89;125 000,00;125 000,00;140 000,00;605,78;139,39;174,13;2;06
0603092;Ruda-Huta (2);1 169 865,44;772 679,09;890 960,95;611 173,92;286 921,42;327 577,65;258,82;181,21;211,03;2;06
0603102;Sawin (2);391 530,68;417 723,15;453 495,59;109 050,68;117 957,07;92 908,63;71,75;77,51;84,83;2;06
0603113;Siedliszcze (3);919 252,82;635 692,81;683 551,35;385 950,44;380 638,70;440 175,45;134,77;95,87;103,74;3;06
0603122;Wierzbica (2);332 213,23;786 922,19;1 192 903,66;273 800,00;280 000,00;288 000,00;65,09;161,69;246,77;2;06
0603132;Wojsławice (2);1 676 819,17;1 756 136,86;1 611 008,31;152 000,00;195 000,00;170 000,00;444,90;491,78;454,19;2;06
0603142;Żmudź (2);272 469,86;280 000,00;345 705,76;73 767,29;85 000,00;87 000,00;88,21;96,69;121,00;2;06
0603153;Rejowiec (3);1 265 697,12;1 458 085,57;1 660 006,90;266 031,08;220 254,31;231 028,53;197,86;236,63;272,40;3;06
0604011;Hrubieszów (1);2 113 783,91;2 225 648,31;2 224 348,81;870 000,00;900 000,00;900 000,00;119,87;130,38;133,04;1;06
0604022;Dołhobyczów (2);719 286,55;716 887,79;716 752,02;194 688,09;225 602,37;212 351,45;132,96;144,74;147,06;2;06
0604032;Horodło (2);821 000,00;1 767 002,32;1 818 386,21;340 500,00;365 004,00;395 000,00;159,08;352,77;367,50;2;06
0604042;Hrubieszów (2);1 417 335,57;2 013 888,62;1 517 179,42;192 000,00;211 000,00;192 000,00;141,54;210,88;160,84;2;06
0604052;Mircze (2);837 127,21;635 147,90;763 909,58;168 000,00;228 000,00;199 164,55;118,49;97,55;119,04;2;06
0604062;Trzeszczany (2);344 961,26;346 880,00;379 207,05;110 000,00;116 000,00;130 000,00;83,51;88,60;98,39;2;06
0604072;Uchanie (2);876 276,34;760 065,27;1 082 741,37;205 000,00;183 500,00;180 000,00;192,88;177,13;257,12;2;06
0604082;Werbkowice (2);873 079,76;1 044 503,44;1 116 569,86;160 000,00;150 000,00;200 000,00;93,26;118,49;129,13;2;06
0605012;Batorz (2);401 050,00;477 000,00;513 230,00;90 750,00;118 000,00;121 911,00;121,97;150,95;163,92;2;06
0605022;Chrzanów (2);109 107,14;88 272,63;108 040,65;109 107,14;68 272,63;108 040,65;37,20;31,56;39,12;2;06
0605032;Dzwola (2);572 722,57;466 638,09;561 484,03;174 744,68;159 385,91;185 873,03;91,33;76,34;92,90;2;06
0605042;Godziszów (2);716 668,50;963 075,43;5 487 997,72;196 500,00;208 979,06;224 000,00;123,33;170,15;981,40;2;06
0605053;Janów Lubelski (3);1 507 999,03;1 424 729,80;1 756 473,83;304 999,03;284 166,00;390 999,92;94,75;93,00;116,57;3;06
0605063;Modliborzyce (3);1 074 028,22;784 073,30;879 877,20;421 178,02;427 853,25;495 000,00;154,07;114,15;128,81;3;06
0605072;Potok Wielki (2);359 604,63;345 920,00;378 800,00;92 276,63;79 920,00;98 800,00;77,25;75,17;84,07;2;06
0606011;Krasnystaw (1);1 876 200,70;1 885 953,65;2 448 487,72;490 000,00;529 000,00;534 000,00;100,47;104,46;137,66;1;06
0606022;Fajsławice (2);391 848,90;472 292,06;554 117,86;207 388,40;122 188,77;172 118,65;85,86;103,62;122,16;2;06
0606032;Gorzków (2);289 908,61;437 838,68;1 733 591,92;115 972,43;110 993,88;122 431,38;83,64;128,47;518,88;2;06
